190	1031	0.89
190	1084	0.76
190	1245	0.97
190	1401	0.76
190	1405	0.94
190	1757	0.68
190	2136	0.93
190	2190	0.94
190	2263	0.97
190	2390	0.76
190	2422	0.97
190	2429	0.9
190	2475	0.97
190	2476	0.97
190	2555	0.93
190	2664	0.97
190	2702	0.48
191	1441	0.39
191	1616	0.29
191	2018	0.74
191	2171	0.29
193	14	0.32
193	88	0.51
193	526	0.86
193	625	0.51
193	890	0.32
193	1286	0.68
193	1391	0.92
193	1458	0.53
193	1660	0.3
193	1811	0.33
193	1865	0.91
193	2101	0.32
193	2246	0.33
193	2432	0.33
197	1173	0.98
197	2174	0.82
197	2188	0.34
199	523	0.99
199	2171	0.66
202	743	0.83
202	787	0.85
202	892	0.99
202	934	0.31
202	1065	0.99
202	1115	0.99
202	1585	0.99
202	1618	0.31
202	1756	0.99
202	1920	0.78
202	2071	0.66
202	2280	0.78
202	2393	0.76
202	2488	0.99
203	240	0.3
203	667	0.48
203	1158	0.58
203	1203	0.99
203	1433	0.45
203	1471	0.66
203	1506	0.99
203	1670	0.99
203	1735	0.54
203	2018	0.64
203	2558	0.75
208	625	0.82
208	643	0.59
208	2281	0.84
208	2458	0.94
208	2596	0.92
208	2665	0.9
211	100	0.32
211	237	0.69
211	588	0.97
211	749	0.58
211	964	0.93
211	1055	0.32
211	1170	0.94
211	1735	0.33
211	1990	0.91
211	2183	0.97
211	2235	0.31
211	2283	0.68
211	2401	0.95
211	2411	0.32
211	2651	0.98
211	2690	0.31
212	2683	0.99
213	1927	0.94
213	2625	0.99
215	1861	0.34
216	506	0.99
216	519	0.88
216	943	0.99
216	1126	0.99
216	1887	0.99
216	1941	0.96
216	2035	0.99
216	2040	0.93
216	2320	0.29
216	2506	0.99
216	2616	0.83
217	1081	0.99
217	1812	0.58
217	2510	0.99
218	483	0.41
218	587	0.4
218	1174	0.3
218	1334	0.4
218	2143	0.43
218	2518	0.29
220	625	0.83
220	2337	0.74
221	165	0.64
221	916	0.99
221	939	0.64
221	2114	0.36
224	982	0.82
224	1808	0.84
226	548	0.99
227	536	0.94
227	605	0.99
227	678	0.99
227	1008	0.99
227	1374	0.99
227	1846	0.97
227	1850	0.99
227	2132	0.64
227	2607	0.99
229	340	0.99
229	1262	0.99
229	1458	0.93
229	1503	0.99
229	1837	0.99
229	1865	0.66
229	2246	0.98
232	860	0.99
232	957	0.64
232	1709	0.64
232	2264	0.3
232	2462	0.84
233	53	0.7
233	95	0.44
233	526	0.43
233	608	0.58
233	1563	0.99
233	2101	0.36
235	1524	0.71
236	184	0.99
236	456	0.98
236	527	0.99
236	606	0.94
236	609	0.87
236	954	0.99
236	1075	0.99
236	1135	0.99
236	1277	0.99
236	1474	0.69
236	1483	0.94
236	1567	0.97
236	2145	0.97
236	2186	0.47
236	2222	0.47
236	2550	0.99
236	2609	0.99
237	588	0.68
237	749	0.99
237	901	0.27
237	952	0.28
237	1164	0.83
237	1170	0.71
237	2401	0.6
237	2651	0.68
237	2690	0.27
242	1088	0.97
243	42	0.84
244	1616	0.99
245	425	0.98
245	2164	0.99
249	269	0.73
249	493	0.85
249	625	0.65
249	2034	0.98
249	2200	0.99
249	2694	0.99
250	25	0.54
250	987	0.99
250	1002	0.97
250	1249	0.99
250	1664	0.51
250	1858	0.96
250	1913	0.99
250	2318	0.99
250	2339	0.51
250	2375	0.99
252	1315	0.45
254	1118	0.99
260	528	0.8
260	656	0.97
260	2320	0.98
260	2616	0.37
261	500	0.42
261	625	0.99
261	1222	0.99
261	1910	0.99
261	2147	0.82
262	191	0.29
262	478	0.3
262	483	0.29
262	629	0.41
262	716	0.4
262	885	0.29
262	1003	0.4
262	1174	0.3
262	1359	0.29
262	1616	0.29
262	1692	0.29
262	1883	0.29
262	2018	0.41
262	2171	0.3
263	1231	0.98
263	1974	0.78
263	2513	0.32
264	1623	0.33
265	1616	0.99
266	666	0.32
266	1003	0.33
266	1947	0.7
266	2002	0.33
268	1045	0.99
269	206	0.34
269	966	0.99
283	287	0.4
283	432	0.97
283	691	0.55
283	1199	0.99
283	1463	0.99
283	1811	0.99
285	2469	0.59
286	165	0.3
286	287	0.29
286	352	0.29
286	498	0.3
286	629	0.41
286	751	0.29
286	939	0.74
286	1043	0.41
286	1631	0.29
286	1742	0.3
286	1755	0.29
286	1806	0.74
286	1865	0.74
286	2037	0.3
286	2131	0.77
286	2470	0.3
286	2501	0.29
286	2692	0.29
287	625	0.31
287	629	0.99
287	1043	0.54
287	1865	0.94
287	2614	0.98
290	729	0.99
290	2641	0.99
291	10	0.77
291	36	0.63
291	62	0.43
291	167	0.3
291	301	0.77
291	402	0.77
291	696	0.4
291	876	0.98
291	987	0.3
291	1127	0.98
291	1247	0.41
291	1294	0.98
291	1597	0.74
291	1681	0.84
291	1815	0.98
291	1831	0.98
291	1939	0.98
291	1956	0.84
291	1979	0.97
291	2296	0.3
291	2372	0.39
291	2630	0.97
293	79	0.67
295	1290	0.76
295	1610	0.59
299	14	0.53
299	52	0.76
299	95	0.39
299	115	0.76
299	287	0.76
299	352	0.45
299	374	0.74
299	526	0.88
299	625	0.87
299	629	0.41
299	719	0.53
299	1865	0.9
299	2562	0.83
300	131	0.77
301	876	0.99
301	1127	0.96
301	1294	0.99
301	1597	0.57
301	1815	0.97
301	1831	0.99
301	1956	0.99
301	1979	0.99
301	2630	0.99
303	1368	0.95
303	1721	0.84
303	1768	0.98
303	1855	0.98
305	536	0.99
305	1159	0.99
305	2068	0.99
305	2465	0.63
305	2607	0.99
308	914	0.97
309	638	0.77
309	1038	0.47
309	1872	0.99
309	1950	0.86
309	2210	0.63
309	2487	0.44
309	2575	0.98
325	135	0.3
325	771	0.4
325	1780	0.29
311	787	0.65
312	793	0.97
312	807	0.97
312	1392	0.99
312	2018	0.51
312	2149	0.6
313	1651	0.37
313	2469	0.99
314	588	0.34
314	655	0.43
314	952	0.34
314	2520	0.36
316	389	0.66
316	1589	0.58
317	629	0.74
317	653	0.65
317	1060	0.4
317	1655	0.3
318	53	0.34
318	116	0.34
318	1643	0.41
318	1912	0.34
320	1929	0.39
326	53	0.59
326	536	0.79
326	786	0.97
326	833	0.99
326	963	0.9
326	1374	0.99
326	1689	0.99
326	2385	0.99
326	2607	0.99
327	832	0.99
327	1371	0.99
331	402	0.99
331	617	0.97
331	632	0.65
331	748	0.99
331	856	0.99
331	859	0.99
331	884	0.99
331	909	0.99
331	1157	0.99
331	1236	0.99
331	1271	0.99
331	1565	0.88
331	2374	0.99
331	2444	0.76
331	2446	0.99
333	132	0.29
333	794	0.74
334	1755	0.98
334	1836	0.29
334	2465	0.66
334	2496	0.39
336	1865	0.29
337	16	0.82
337	47	0.84
337	53	0.8
337	146	0.8
337	625	0.36
337	959	0.41
337	1425	0.36
342	629	0.34
342	1003	0.45
342	1214	0.64
343	331	0.68
343	1236	0.61
344	210	0.53
344	334	0.86
344	342	0.98
344	625	0.98
344	1152	0.94
344	1742	0.99
344	1755	0.99
344	2037	0.98
344	2441	0.99
345	552	0.99
345	1372	0.97
345	2136	0.77
345	2373	0.37
345	2422	0.58
346	21	0.99
346	306	0.68
346	341	0.87
346	526	0.66
346	625	0.68
346	676	0.7
346	753	0.63
346	974	0.36
346	1036	0.66
346	1062	0.37
346	1424	0.99
346	1732	0.71
346	1735	0.75
346	1791	0.64
346	1901	0.99
346	2043	0.99
346	2060	0.99
346	2564	0.99
347	636	0.33
347	1727	0.95
352	1204	0.99
353	2466	0.45
354	1350	0.36
354	1616	0.4
354	2443	0.48
355	1748	0.99
357	210	0.44
357	318	0.82
357	334	0.64
357	625	0.84
357	800	0.86
357	1192	0.81
357	1279	0.64
357	1735	0.75
357	1869	0.94
357	2224	0.73
357	2417	0.9
357	2562	0.64
361	53	0.59
361	625	0.7
361	1850	0.97
363	3	0.64
363	2526	0.96
364	157	0.51
364	2262	0.3
366	3	0.29
366	587	0.4
366	1204	0.29
366	1606	0.3
366	1929	0.4
366	2136	0.39
366	2420	0.3
371	169	0.9
371	998	0.48
371	1014	0.77
371	1036	0.59
371	1261	0.64
371	1502	0.99
371	1732	0.48
372	351	0.88
372	625	0.54
372	1551	0.99
372	1929	0.99
372	2591	0.98
372	2611	0.99
372	2657	0.99
374	42	0.53
374	52	0.76
374	53	0.29
374	95	0.9
374	115	0.58
374	201	0.33
374	253	0.33
374	339	0.33
374	498	0.72
374	526	0.76
374	629	0.9
374	703	0.33
374	890	0.94
374	1003	0.32
374	1122	0.32
374	1388	0.33
374	1433	0.3
374	1735	0.83
374	1865	0.98
374	1976	0.33
374	2101	0.84
374	2364	0.32
374	2391	0.51
374	2501	0.48
374	2602	0.75
375	3	0.49
375	11	0.63
375	26	0.28
375	61	0.55
375	331	0.99
375	402	0.97
375	429	0.43
375	531	0.34
375	617	0.97
375	632	0.55
375	650	0.97
375	748	0.99
375	856	0.99
375	859	0.99
375	884	0.94
375	909	0.99
375	933	0.3
375	1103	0.99
375	1157	0.99
375	1236	0.99
375	1271	0.99
375	1512	0.3
375	1565	0.99
375	1860	0.99
375	2374	0.99
375	2444	0.99
375	2446	0.97
375	2535	0.55
375	2663	0.99
378	10	0.88
378	143	0.69
378	658	0.34
378	780	0.34
380	1003	0.48
381	53	0.83
381	403	0.67
381	578	0.65
381	712	0.83
381	2279	0.51
381	2562	0.59
381	2691	0.59
382	663	0.99
382	2644	0.99
384	397	0.99
384	637	0.99
384	922	0.94
384	1245	0.99
384	1401	0.99
384	2263	0.94
384	2390	0.99
384	2422	0.63
385	930	0.86
387	580	0.3
387	744	0.28
387	2539	0.3
388	629	0.3
389	200	0.99
389	246	0.36
389	1025	0.99
389	1966	0.99
394	755	0.3
394	980	0.99
394	1005	0.3
394	1583	0.36
394	1865	0.66
394	1932	0.93
394	2053	0.99
394	2497	0.99
394	2501	0.66
396	524	0.29
397	579	0.86
397	637	0.99
397	905	0.99
397	922	0.94
397	1010	0.99
397	1084	0.94
397	1245	0.99
397	1401	0.99
397	1883	0.97
397	2263	0.97
397	2390	0.99
397	2422	0.97
397	2702	0.99
398	478	0.3
398	716	0.4
399	478	0.34
399	534	0.45
399	948	0.45
399	1043	0.34
399	1299	0.45
399	1523	0.36
399	1562	0.74
399	2262	0.31
399	2501	0.31
401	557	0.99
401	883	0.99
401	959	0.99
401	1272	0.99
401	2212	0.99
401	2505	0.99
402	3	0.56
402	11	0.57
402	26	0.34
402	82	0.5
402	147	0.64
402	294	0.59
402	333	0.36
402	486	0.28
402	595	0.38
402	617	0.97
402	632	0.93
402	650	0.99
402	748	0.99
402	811	0.56
402	856	0.99
402	859	0.97
402	884	0.99
402	909	0.99
402	1103	0.99
402	1157	0.99
402	1224	0.86
402	1236	0.94
402	1271	0.99
402	1373	0.56
402	1565	0.99
402	1659	0.34
402	1860	0.93
402	2374	0.89
402	2444	0.93
402	2446	0.99
402	2610	0.51
402	2621	0.6
402	2663	0.99
404	459	0.84
404	1340	0.98
404	1564	0.43
404	1575	0.4
404	1606	0.97
404	2136	0.96
404	2151	0.98
404	2233	0.95
404	2373	0.96
404	2420	0.98
404	2422	0.77
404	2429	0.39
404	2664	0.98
404	2702	0.64
404	2705	0.98
407	177	0.83
407	194	0.99
407	1700	0.86
415	1127	0.29
415	1831	0.29
416	391	0.4
416	939	0.3
416	2395	0.32
417	102	0.91
417	210	0.81
417	392	0.93
417	526	0.38
417	625	0.38
417	688	0.29
417	796	0.91
417	894	0.36
417	1285	0.85
417	1471	0.38
417	1622	0.53
417	1735	0.85
417	2037	0.36
417	2141	0.84
417	2649	0.8
418	728	0.4
418	1015	0.93
418	1163	0.97
418	2632	0.82
419	980	0.99
419	1513	0.6
419	1622	0.6
419	2053	0.86
420	389	0.99
421	1759	0.99
424	517	0.99
424	625	0.48
427	53	0.92
427	279	0.95
427	289	0.52
427	334	0.52
427	428	0.95
427	526	0.92
427	624	0.52
427	1051	0.74
427	1180	0.95
427	1735	0.52
427	1742	0.98
427	1963	0.52
427	2224	0.92
427	2260	0.52
427	2265	0.52
430	402	0.99
430	529	0.88
430	602	0.88
431	45	0.39
432	1199	0.99
432	1463	0.99
432	1811	0.99
434	1549	0.43
438	1568	0.76
439	114	0.75
439	483	0.99
439	625	0.41
439	825	0.99
439	2595	0.46
440	1606	0.49
440	2151	0.44
441	1132	0.4
441	1752	0.29
444	540	0.99
444	915	0.99
444	1612	0.33
445	483	0.99
445	939	0.63
445	2024	0.75
445	2067	0.61
445	2470	0.99
448	1861	0.99
450	1405	0.43
450	2136	0.62
450	2190	0.74
450	2576	0.39
457	1249	0.3
458	42	0.82
458	52	0.74
458	53	0.3
458	95	0.39
458	115	0.29
458	273	0.39
458	526	0.77
458	627	0.29
458	717	0.4
458	1043	0.31
458	1044	0.39
458	2364	0.4
458	2443	0.3
461	389	0.99
461	1584	0.94
461	2314	0.77
462	1675	0.4
463	53	0.4
463	116	0.29
463	629	0.3
465	16	0.31
465	122	0.31
465	251	0.43
465	393	0.99
465	429	0.31
465	602	0.99
465	844	0.54
465	973	0.99
465	1006	0.95
465	1304	0.52
465	1356	0.99
465	1467	0.99
465	1598	0.35
465	2290	0.72
465	2678	0.34
465	2688	0.72
469	2037	0.99
469	2419	0.99
471	723	0.52
471	1427	0.52
471	1513	0.52
471	2402	0.52
472	84	0.99
472	783	0.66
473	172	0.99
473	1925	0.97
473	2048	0.97
474	52	0.82
474	53	0.86
474	581	0.99
474	1031	0.64
474	1883	0.99
474	2167	0.99
478	1778	0.29
479	390	0.32
479	1336	0.32
479	1460	0.91
479	1735	0.32
479	1752	0.91
479	2198	0.8
480	928	0.99
480	2006	0.59
481	2302	0.94
483	825	0.99
483	2252	0.6
483	2443	0.67
484	520	0.3
484	1390	0.97
484	2067	0.99
485	508	0.29
485	714	0.29
487	478	0.29
487	717	0.39
487	808	0.29
491	1221	0.45
491	1712	0.45
492	1807	0.82
493	2200	0.99
497	95	0.32
497	2364	0.45
500	368	0.53
500	1222	0.98
500	1910	0.93
500	2075	0.62
500	2147	0.99
501	373	0.36
501	2208	0.31
501	2367	0.36
501	2425	0.36
503	2219	0.4
503	2518	0.3
506	148	0.99
506	519	0.99
506	528	0.99
506	919	0.7
506	943	0.94
506	1063	0.55
506	1126	0.94
506	1887	0.99
506	1941	0.94
506	2035	0.92
506	2040	0.97
506	2506	0.94
507	1191	0.68
508	1293	0.98
509	1079	0.99
509	1307	0.75
510	989	0.64
510	1349	0.55
510	1509	0.66
510	1849	0.94
510	2704	0.75
511	165	0.59
512	1405	0.94
512	2190	0.94
512	2422	0.94
512	2475	0.99
512	2476	0.99
512	2624	0.99
512	2664	0.99
517	885	0.66
519	148	0.74
519	528	0.98
519	656	0.8
519	919	0.57
519	943	0.98
519	1126	0.98
519	1850	0.74
519	1941	0.93
519	2035	0.77
519	2320	0.98
519	2420	0.3
519	2506	0.3
519	2616	0.3
520	665	0.64
523	1493	0.99
523	2631	0.62
524	183	0.99
524	720	0.28
524	1879	0.33
524	2038	0.34
524	2267	0.33
526	625	0.62
526	1232	0.35
528	148	0.78
528	526	0.66
528	543	0.31
528	656	0.99
528	943	0.99
528	1114	0.99
528	2033	0.87
528	2320	0.86
528	2522	0.42
528	2616	0.59
529	30	0.35
529	402	0.99
529	602	0.87
529	1951	0.99
529	2310	0.64
536	605	0.97
536	678	0.97
536	1008	0.87
536	1159	0.99
536	2385	0.97
536	2607	0.99
538	625	0.38
538	1071	0.99
538	1470	0.84
538	1506	0.99
538	1527	0.99
538	1716	0.99
540	915	0.99
540	1054	0.99
540	1522	0.99
540	1612	0.99
540	1633	0.68
542	53	0.55
542	352	0.59
542	625	0.77
542	1275	0.48
544	751	0.99
544	1041	0.99
544	1432	0.99
544	1607	0.99
544	1798	0.93
544	2445	0.99
546	144	0.34
546	1933	0.65
547	2018	0.73
548	1232	0.66
548	2518	0.66
549	52	0.85
549	53	0.96
549	115	0.6
549	987	0.99
549	1616	0.99
549	1913	0.84
549	2268	0.95
550	53	0.9
550	78	0.67
550	474	0.97
550	987	0.99
550	1000	0.98
550	1616	0.99
550	1913	0.99
550	2167	0.97
553	2567	0.39
554	718	0.77
554	1132	0.99
554	1174	0.56
554	1653	0.99
554	1692	0.35
554	1778	0.99
554	2523	0.98
555	169	0.95
555	559	0.37
555	1014	0.82
555	1261	0.95
555	1502	0.69
555	1900	0.92
557	96	0.3
557	130	0.4
557	796	0.95
557	883	0.98
557	959	0.98
557	1272	0.98
557	1688	0.82
557	2212	0.97
557	2489	0.4
557	2505	0.84
559	169	0.96
559	429	0.4
559	753	0.4
559	1014	0.69
559	1036	0.75
559	1261	0.86
559	1502	0.91
559	1732	0.85
559	1827	0.4
559	1900	0.99
559	2699	0.97
560	629	0.99
561	669	0.89
561	2372	0.52
562	587	0.4
563	390	0.32
563	1359	0.52
565	217	0.82
565	1383	0.32
565	1489	0.97
565	1812	0.93
565	2237	0.32
565	2259	0.32
565	2285	0.52
568	514	0.65
572	1685	0.48
574	1737	0.48
576	526	0.34
576	532	0.63
576	625	0.65
576	1076	0.77
576	1543	0.29
576	1644	0.4
576	1735	0.65
576	1883	0.37
576	1906	0.3
576	2044	0.65
576	2095	0.65
576	2254	0.41
576	2642	0.3
578	712	0.66
578	2458	0.46
579	1004	0.99
579	1827	0.99
579	2166	0.86
579	2343	0.99
581	756	0.9
581	1381	0.97
581	1609	0.9
582	86	0.69
582	389	0.66
582	2080	0.99
582	2696	0.96
583	798	0.99
583	1069	0.91
583	1349	0.99
583	2141	0.99
585	1071	0.82
585	1470	0.93
585	1527	0.9
585	1594	0.99
585	1716	0.99
585	1956	0.77
585	2229	0.99
585	2364	0.48
585	2662	0.99
586	301	0.99
586	344	0.67
586	876	0.97
586	1027	0.47
586	1152	0.66
586	1294	0.99
586	1681	0.99
586	1815	0.97
586	1831	0.99
586	1956	0.76
586	1979	0.66
586	2441	0.67
586	2630	0.99
588	329	0.65
588	901	0.97
588	952	0.83
588	2283	0.82
588	2401	0.97
588	2651	0.82
589	2453	0.94
590	663	0.92
590	821	0.31
590	1050	0.32
590	1666	0.94
590	2644	0.97
593	629	0.99
593	894	0.59
593	1158	0.7
593	1286	0.41
593	1865	0.99
594	217	0.98
594	1011	0.38
594	1081	0.98
594	1489	0.89
594	1812	0.92
596	444	0.74
596	540	0.74
596	915	0.77
596	1054	0.77
596	1522	0.91
596	1612	0.77
596	2684	0.36
598	556	0.99
598	664	0.94
598	2076	0.96
598	2193	0.99
599	635	0.99
599	731	0.99
599	1061	0.99
599	1233	0.99
599	1385	0.99
599	1980	0.99
599	2552	0.99
600	872	0.99
600	1705	0.99
600	1789	0.56
603	389	0.9
605	1374	0.99
605	1704	0.99
605	1846	0.87
605	2132	0.99
605	2607	0.99
606	184	0.42
606	527	0.7
606	954	0.48
606	1075	0.94
606	1268	0.65
606	1483	0.64
606	1567	0.64
606	2145	0.31
606	2222	0.48
610	483	0.29
611	1198	0.99
612	772	0.4
613	1528	0.75
615	103	0.99
615	2589	0.67
616	478	0.42
616	511	0.56
616	526	0.56
616	1024	0.97
616	2370	0.99
616	2503	0.99
617	82	0.47
617	147	0.78
617	288	0.64
617	341	0.29
617	486	0.61
617	632	0.99
617	650	0.99
617	748	0.99
617	856	0.99
617	859	0.99
617	884	0.99
617	909	0.99
617	1157	0.99
617	1236	0.99
617	1271	0.99
617	1565	0.98
617	1860	0.99
617	2120	0.28
617	2374	0.99
617	2444	0.9
617	2446	0.99
617	2663	0.94
618	334	0.99
618	472	0.35
618	552	0.37
618	583	0.61
618	625	0.81
618	629	0.61
618	691	0.54
618	1069	0.99
618	1175	0.99
618	1192	0.54
618	1299	0.38
618	1349	0.99
618	1505	0.54
618	1544	0.39
618	1742	0.44
618	1929	0.54
618	2257	0.99
618	2458	0.84
618	2562	0.64
619	2034	0.87
619	2117	0.29
620	1734	0.4
623	2223	0.29
627	518	0.36
627	750	0.66
627	1285	0.99
627	1355	0.3
627	1579	0.97
627	2072	0.88
628	159	0.48
629	2022	0.99
630	2697	0.99
631	148	0.97
631	528	0.86
631	656	0.51
631	943	0.99
631	2033	0.84
631	2320	0.97
631	2616	0.87
634	816	0.99
635	318	0.33
635	625	0.77
635	1061	0.99
635	1233	0.99
635	1636	0.39
635	1980	0.99
635	2254	0.39
635	2552	0.99
638	598	0.85
638	1268	0.99
638	1872	0.99
638	2210	0.89
638	2575	0.89
640	1625	0.43
640	2372	0.65
641	2487	0.44
642	1060	0.33
642	1655	0.76
642	1804	0.33
645	21	0.49
645	180	0.44
645	209	0.79
645	473	0.44
645	629	0.44
645	1062	0.97
645	1220	0.34
645	1266	0.45
645	1450	0.99
645	1658	0.99
645	1718	0.98
